영양소,연령대,성별,임신여부,수유여부,권장섭취량,충분섭취량,상한섭취량,단위,출처,기관,비고,출처_URL
칼슘,65세 이상,남성,해당없음,해당없음,800,,2500,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
칼슘,65세 이상,여성,해당없음,해당없음,700,,2500,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
인,19~29세,남성,해당없음,해당없음,700,,3500,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
인,19~29세,여성,해당없음,해당없음,700,,3500,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
인,30~49세,남성,해당없음,해당없음,700,,3500,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
인,30~49세,여성,해당없음,해당없음,700,,3500,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
인,50~64세,남성,해당없음,해당없음,700,,3500,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
인,50~64세,여성,해당없음,해당없음,700,,3500,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
인,65세 이상,남성,해당없음,해당없음,700,,3500,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
인,65세 이상,여성,해당없음,해당없음,700,,3500,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
마그네슘,19~29세,남성,해당없음,해당없음,370,,350(보충제),mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
마그네슘,19~29세,여성,해당없음,해당없음,280,,350(보충제),mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
마그네슘,30~49세,남성,해당없음,해당없음,370,,350(보충제),mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
마그네슘,30~49세,여성,해당없음,해당없음,280,,350(보충제),mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
마그네슘,50~64세,남성,해당없음,해당없음,370,,350(보충제),mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
마그네슘,50~64세,여성,해당없음,해당없음,280,,350(보충제),mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
마그네슘,65세 이상,남성,해당없음,해당없음,370,,350(보충제),mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
마그네슘,65세 이상,여성,해당없음,해당없음,280,,350(보충제),mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
철,19~29세,남성,해당없음,해당없음,10,,45,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,여성은 월경 여부에 따라 달라질 수 있음,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
철,19~29세,여성,해당없음,해당없음,14,,45,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,여성은 월경 여부에 따라 달라질 수 있음,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
철,30~49세,남성,해당없음,해당없음,10,,45,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,여성은 월경 여부에 따라 달라질 수 있음,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
철,30~49세,여성,해당없음,해당없음,14,,45,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,여성은 월경 여부에 따라 달라질 수 있음,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
철,50~64세,남성,해당없음,해당없음,10,,45,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,여성은 월경 여부에 따라 달라질 수 있음,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
철,50~64세,여성,해당없음,해당없음,14,,45,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,여성은 월경 여부에 따라 달라질 수 있음,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
철,65세 이상,남성,해당없음,해당없음,10,,45,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,여성은 월경 여부에 따라 달라질 수 있음,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
철,65세 이상,여성,해당없음,해당없음,14,,45,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,여성은 월경 여부에 따라 달라질 수 있음,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
아연,19~29세,남성,해당없음,해당없음,10,,35,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
아연,19~29세,여성,해당없음,해당없음,8,,35,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
아연,30~49세,남성,해당없음,해당없음,10,,35,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
아연,30~49세,여성,해당없음,해당없음,8,,35,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
아연,50~64세,남성,해당없음,해당없음,10,,35,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
아연,50~64세,여성,해당없음,해당없음,8,,35,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
아연,65세 이상,남성,해당없음,해당없음,10,,35,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
아연,65세 이상,여성,해당없음,해당없음,8,,35,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
셀레늄,19~29세,남성,해당없음,해당없음,55,,400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
셀레늄,19~29세,여성,해당없음,해당없음,55,,400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
셀레늄,30~49세,남성,해당없음,해당없음,55,,400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
셀레늄,30~49세,여성,해당없음,해당없음,55,,400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
셀레늄,50~64세,남성,해당없음,해당없음,55,,400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
셀레늄,50~64세,여성,해당없음,해당없음,55,,400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
셀레늄,65세 이상,남성,해당없음,해당없음,55,,400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
셀레늄,65세 이상,여성,해당없음,해당없음,55,,400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
요오드,19~29세,남성,해당없음,해당없음,150,,2400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
요오드,19~29세,여성,해당없음,해당없음,150,,2400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
요오드,30~49세,남성,해당없음,해당없음,150,,2400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
요오드,30~49세,여성,해당없음,해당없음,150,,2400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
요오드,50~64세,남성,해당없음,해당없음,150,,2400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
요오드,50~64세,여성,해당없음,해당없음,150,,2400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
요오드,65세 이상,남성,해당없음,해당없음,150,,2400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
요오드,65세 이상,여성,해당없음,해당없음,150,,2400,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
구리,19~29세,남성,해당없음,해당없음,0.8,,10,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
구리,19~29세,여성,해당없음,해당없음,0.8,,10,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
구리,30~49세,남성,해당없음,해당없음,0.8,,10,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
구리,30~49세,여성,해당없음,해당없음,0.8,,10,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
구리,50~64세,남성,해당없음,해당없음,0.8,,10,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
구리,50~64세,여성,해당없음,해당없음,0.8,,10,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
구리,65세 이상,남성,해당없음,해당없음,0.8,,10,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
구리,65세 이상,여성,해당없음,해당없음,0.8,,10,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
망간,19~29세,남성,해당없음,해당없음,,3.5,11,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
망간,19~29세,여성,해당없음,해당없음,,3.0,11,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
망간,30~49세,남성,해당없음,해당없음,,3.5,11,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
망간,30~49세,여성,해당없음,해당없음,,3.0,11,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
망간,50~64세,남성,해당없음,해당없음,,3.5,11,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
망간,50~64세,여성,해당없음,해당없음,,3.0,11,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
망간,65세 이상,남성,해당없음,해당없음,,3.5,11,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
망간,65세 이상,여성,해당없음,해당없음,,3.0,11,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
크롬,19~29세,남성,해당없음,해당없음,,35,,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
크롬,19~29세,여성,해당없음,해당없음,,25,,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
크롬,30~49세,남성,해당없음,해당없음,,35,,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
크롬,30~49세,여성,해당없음,해당없음,,25,,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
크롬,50~64세,남성,해당없음,해당없음,,35,,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
크롬,50~64세,여성,해당없음,해당없음,,25,,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
크롬,65세 이상,남성,해당없음,해당없음,,35,,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
크롬,65세 이상,여성,해당없음,해당없음,,25,,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
몰리브덴,19~29세,남성,해당없음,해당없음,45,,2000,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
몰리브덴,19~29세,여성,해당없음,해당없음,45,,2000,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
몰리브덴,30~49세,남성,해당없음,해당없음,45,,2000,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
몰리브덴,30~49세,여성,해당없음,해당없음,45,,2000,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
몰리브덴,50~64세,남성,해당없음,해당없음,45,,2000,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
몰리브덴,50~64세,여성,해당없음,해당없음,45,,2000,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
몰리브덴,65세 이상,남성,해당없음,해당없음,45,,2000,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
몰리브덴,65세 이상,여성,해당없음,해당없음,45,,2000,μg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,성인 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
칼륨,19~29세,남성,해당없음,해당없음,,3500,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
칼륨,19~29세,여성,해당없음,해당없음,,3500,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
칼륨,30~49세,남성,해당없음,해당없음,,3500,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
칼륨,30~49세,여성,해당없음,해당없음,,3500,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
칼륨,50~64세,남성,해당없음,해당없음,,3500,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
칼륨,50~64세,여성,해당없음,해당없음,,3500,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
칼륨,65세 이상,남성,해당없음,해당없음,,3500,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
칼륨,65세 이상,여성,해당없음,해당없음,,3500,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
나트륨,19~29세,남성,해당없음,해당없음,,1500,2300,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,목표섭취량/만성질환위험감소섭취량과 구분 필요,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
나트륨,19~29세,여성,해당없음,해당없음,,1500,2300,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,목표섭취량/만성질환위험감소섭취량과 구분 필요,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
나트륨,30~49세,남성,해당없음,해당없음,,1500,2300,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,목표섭취량/만성질환위험감소섭취량과 구분 필요,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
나트륨,30~49세,여성,해당없음,해당없음,,1500,2300,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,목표섭취량/만성질환위험감소섭취량과 구분 필요,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
나트륨,50~64세,남성,해당없음,해당없음,,1500,2300,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,목표섭취량/만성질환위험감소섭취량과 구분 필요,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
나트륨,50~64세,여성,해당없음,해당없음,,1500,2300,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,목표섭취량/만성질환위험감소섭취량과 구분 필요,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
나트륨,65세 이상,남성,해당없음,해당없음,,1500,2300,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,목표섭취량/만성질환위험감소섭취량과 구분 필요,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
나트륨,65세 이상,여성,해당없음,해당없음,,1500,2300,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,목표섭취량/만성질환위험감소섭취량과 구분 필요,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
염소,19~29세,남성,해당없음,해당없음,,2300,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
염소,19~29세,여성,해당없음,해당없음,,2300,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
염소,30~49세,남성,해당없음,해당없음,,2300,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
염소,30~49세,여성,해당없음,해당없음,,2300,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
염소,50~64세,남성,해당없음,해당없음,,2300,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
염소,50~64세,여성,해당없음,해당없음,,2300,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
염소,65세 이상,남성,해당없음,해당없음,,2300,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
염소,65세 이상,여성,해당없음,해당없음,,2300,,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,충분섭취량 기준,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
비타민 C,임산부,여성,예,아니오,110,,2000,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,임신·수유부 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
비타민 C,수유부,여성,아니오,예,140,,2000,mg,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,임신·수유부 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
엽산,임산부,여성,예,아니오,620,,1000,μg DFE,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,임신·수유부 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
엽산,수유부,여성,아니오,예,550,,1000,μg DFE,2025 한국인 영양소 섭취기준(KDRIs),보건복지부·한국영양학회,임신·수유부 기준 예시,https://www.mohw.go.kr/board.es?mid=a10411010100&bid=0019&tag=&act=view&list_no=370012
